0|None|0|Status|???|-|0|0%|This move does not exist.|0|0|This move probably won't go over too well in contest.
167|Triple Kick|6|Physical|Cool|10|*|90%|Roll 3 attacks for this move. The power of this move is 10 for the first attack, 20 for the second, and 30 for the third.|4|0|A highly appealing move.
168|Thief|15|Physical|Tough|10|40|100%|An attack which may steal the opposing pokemon's held item. Can only be used if user isn't holding anything. Cannot steal transformation items such as griseous orb in this way.|1|0|+? points where ? is enough points to equal the number of points as the appeal before it.
169|Spider Web|11|Status|Smart|10|-|-|Opposing pokemon can no longer flee or switch out.|2|0|For the rest of the round, if another pokemon would lose points; they lose 2x as many instead.
170|Mind Reader|0|Status|Smart|5|-|-|Ensures the next move used will never miss.|3|0|Pokemon cannot gain points for appeals for the rest of the round.
171|Nightmare|13|Status|Smart|15|-|100%|Can only be used on a sleeping pokemon. Causes the sleeper to lose 1/4 of max HP each turn.|1|3|-3 points to all pokemon who have made appeals this round.
172|Flame Wheel|1|Physical|Beautiful|25|60|100%|Roll 18 or higher on the status die to burn the opposing pokemon.|4|0|A highly appealing move. +4 points if sunny day was used in the previous round.
173|Snore|0|Special|Cute|15|40|100%|Can only be used if the user is asleep. Roll 14 or higher on the status die in order to make the opposing pokemon flinch.|4|0|A highly appealing move.
174|Curse|13|Status|Tough|10|-|-|If used by a non-ghost type pokemon, drops user's SPD by 20 points and raises ATK and DEF by 20 points. If used by a ghost pokemon, there is no drop in SPD.|3|0|User appeals last next turn (regardless of points).
175|Flail|0|Physical|Cute|15|-|100%|Power is 200 if HP is 1, Power is 100 if HP is low, Power is 80 if HP is mid, Power is 40 if HP is high, Power is 20 if HP is full.|1|0|+3 points if user appeals last, +2 points if user appeals 3rd, +1 points if user appeals 2nd. +1 points if endure was used in the previous round.
176|Conversion 2|0|Status|Beautiful|30|-|-|A move that changes the user's type into one which is resistant against the user's last move. (Normal changes into ghost type)|2|0|+2 points if the pokemon before this one made a "beautiful" appeal.
177|Aeroblast|9|Special|Cool|5|100|95%|Roll 17 or higher on the status die to score a critical hit.|3|0|+3 points if the pokemon in first place scores 3 points or higher.
178|Cotton Spore|4|Status|Beautiful|40|-|85%|Reduce opposing pokemon's SPD by 40 points for the remainder of the battle or until that pokemon switches out. (Whichever comes first.)|2|1|-1 points to the pokemon who currently has the most points.
179|Reversal|6|Physical|Cool|15|-|100%|Power is 200 if HP is 1, Power is 100 if HP is low, Power is 80 if HP is mid, Power is 40 if HP is high, Power is 20 if HP is full.|2|0|+2 points if performed from last place. +2 points if endure was used in the previous turn.
180|Spite|13|Status|Tough|10|-|100%|Reduces the PP by 1d6 of the last move used against the user.|2|0|+2 points if performed from last place. +1 points if curse was used in the previous round.
181|Powder Snow|5|Special|Beautiful|25|40|100%|Roll 18 or higher on the status die to freeze opposing pokemon.|4|0|A highly appealing move. +4 points if hail was used in the previous round.
182|Protect|0|Status|Cute|10|-|-|Completely blocks all effects of opponents attack. Accuracy starts at 95% and decreases by 20% for each successive turn used.|1|0|Cannot lose points for the remainder of the round.
183|Mach Punch|6|Physical|Cool|30|40|100%|Always attack first.|3|0|Appeal first in the next round regardless of points.
184|Scary Face|0|Status|Tough|10|-|90%|Reduces the opposing pokemon's SPD by 40 points.|2|1|-1 points to the pokemon who currently has the most points. +2 points if leer or rage were used in the previous round.
185|Feint Attack|15|Physical|Smart|20|60|-|This move never misses regardless of accuracy.|2|0|+2 points if performed from first place. +2 points if fake out, leer, or pound were used in the previous round.
186|Sweet Kiss|0|Status|Cute|10|-|75%|Confuses the opposing pokemon.|2|0|For pokemon who appeal after this one:If the pokemon would lose points, they lose 2x as many instead. +2 points if the move charm was used in the previous round.
187|Belly Drum|0|Status|Cute|10|-|-|Reduces HP by 1/2. Increases attack to 255 for the remainder of the battle or until pokemon is switched out (whichever comes first)|1|0|Cannot lose points for the rest of the round.
188|Sludge Bomb|7|Special|Tough|10|90|100%|Roll 14 or higher on the status die to poison the opposing pokemon.|2|1|-1 points to the pokemon who currently has the most points. +2 points if sludge was used in the previous round.
189|Mud-Slap|8|Special|Cute|10|20|100%|Reduces the accuracy of opposing pokemon's moves by 10% for the remainder of the battle or until the pokemon switches out (whichever comes first).|2|1|-1 points to the pokemon who currently has the most points. +4 points if mud sport, sand-attack, or sandstorm were used in the previous turn.
190|Octazooka|2|Special|Tough|10|65|85%|Roll 11 or higher on the status die to reduce the aaccuracy of opposing pokemon's moves by 10% for the remainder of the battle or until the pokemon switches out (whichever comes first.)|2|1|-1 points to the pokemon who currently has the most points. +2 points if rain dance was used in the previous round.
191|Spikes|8|Status|Smart|20|-|-|When pokemon switch out, incoming pokemon takes 1 d20 of damage.|2|0|for pokemon who appeal after this one:If that pokemon would lose points, they lose 2x as many instead.
192|Zap Cannon|3|Special|Cool|5|120|50%|Paralyzes the opposing pokemon.|4|0|A highly appealing move. +4 points if charge or lock-on were used in the previous round.
193|Foresight|0|Status|Smart|40|-|-|Negates accuracy reduction moves. Makes ghost type pokemon vulnerable to normal and fighting type moves.|3|1|-1 points to all pokemon who have appealed this trun.
194|Destiny Bond|13|Status|Smart|5|-|-|Causes the opposing pokemon to faint if the user faints. If the opposing pokemon switches out, this effect is negated.|8|0|Cannot appeal for the rest of the contest. +8 points if curse or mean look were used in the previous round.
195|Perish Song|0|Status|Beautiful|5|-|-|Causes both the user and the opponent to faint in 3 rounds. If either pokemon switches out before the 3 rounds are up, the effects of perish song will be negated.|2|1|-1 points to all pokemon who scored 3 points or higher this round. +2 points if mean look or sing were used in the previous round.
196|Icy Wind|5|Special|Beautiful|15|55|95%|Reduces opposing pokemon's SPD by 20 points for the remainder of the battle or until the pokemon switches out (whichever comes first).|1|3|-3 points to all pokemon who have made appeals this turn.
197|Detect|6|Status|Cool|5|-|-|Allows the user to avoid all effects of attack. Reduce Accuracy by 20% for each successive turn this move is used (accuracy drops to 80% after the first use.)|2|0|Can avoid losing points once this round. +2 points if taunt was used in the previous round.
198|Bone Rush|8|Physical|Tough|10|25|80%|Attack which hits 2-5 times in the same turn. Must roll 11 or higher on the status die after the 2nd hit to keep the move going.|4|0|A highly appealing move.
199|Lock-On|0|Status|Smart|5|-|-|Ensures the next attack will hit without fail.|3|0|No pokemon can gain points from appeals after this is used.
200|Outrage|14|Physical|Cool|15|120|100%|Attack lasts 2-3 consecutive turns, must roll 11 or higher on status die after 2nd turn to keep attack going. User becomes confused after attack.|4|4|-4 points to all other pokemon; cannot appeal next round.
201|Sandstorm|12|Status|Tough|10|-|-|Lasts for 5 turns, inflicts 1 d10 worth of damage to all non-ground, non-rock, non-steel combatants.|3|0|All pokemon must roll for turn order next round (regardless of points.)
202|Giga Drain|4|Special|Smart|10|60|100%|User heals HP by 1/2 of damage done|2|1|-1 points to the pokemon who currently has the most points. +2 points if the move growth was used in the previous round.
203|Endure|0|Status|Tough|10|-|-|Always ensures the user is left with 1 HP after attack, accuracy decreases by 20% with each consecutive use (accuracy drops to 80% after first use).|2|0|Can avoid losing points once this turn.
204|Charm|0|Status|Cute|20|-|100%|Reduces opposing pokemon's attack by 40 points for the remainder of the battle or until that pokemon switches out (whichever comes first).|2|1|-1 points to all pokemon who made a "cute" appeal this turn.
205|Rollout|12|Physical|Cute|20|30|90%|Attacks for up to 5 turns. For each turn past the first increases power by 30. For each turn past the first decreases accuracy by 20%. double attack power (including increases) if defense curl was used before using this.|3|0|Pokemon cannot gain points from appeals for the rest of the round. +3 points if defense curl or harden were used in the previous turn.
206|False Swipe|0|Physical|Cool|40|40|100%|Always leaves the foe with at least 1 HP.|1|3|-3 points to all pokemon who have made appeals this turn. +1 points if swords dance was used in the previous round.
207|Swagger|0|Status|Cute|15|-|90%|Increases opposing pokemon's attack by 40 points. Confuses opposing pokemon.|2|0|+2 points if performed from first place.
208|Milk Drink|0|Status|Cute|10|-|-|Restores HP by 1/2 max HP. Can be used outside of battle to reduce own HP by 20 and increase another pokemon's HP by 20.|2|0|+2 points if pokemon before this one made a "cute" appeal.
209|Spark|3|Physical|Cool|20|65|100%|Roll 14 or higher on the status die to paralyze opposing pokemon.|1|4|-4 points to pokemon in first place. +1 points if charge was used in the previous turn.
210|Fury Cutter|11|Physical|Cool|20|10|95%|successive hits raise power. +20 points to move power for every successive hit. If move misses, power returns to normal.|3|0|Can be used repeatedly without losing points. +3 points if the move rain dance or swords dance were used in the previous round.
211|Steel Wing|16|Physical|Cool|25|70|90%|Roll 18 or higher on the status die to increase DEF by 20 points.|2|0|+2 points if the previous pokemon made a "cool" appeal.
212|Mean Look|0|Status|Beautiful|5|-|-|Prevents the opposing pokemon from escaping.|2|0|If a pokemon appealing after this one would lose points, they lose 2x as many instead. +2 points if curse was used in the previous turn.
213|Attract|0|Status|Cute|15|-|100%|Infatuates opposing pokemon.|2|0|If a pokemon appealing after this one would lose points, they lose 2x as many instead.
214|Sleep Talk|0|Status|Cute|10|-|-|Can only be used while asleep. Randomly selects one of the user's other moves and uses it. (Cannot be used on moves which last past one turn).|3|0|Can be used repeatedly without losing points. +3 points if rest was used in the previous turn.
215|Heal Bell|0|Status|Beautiful|5|-|-|User heals all status problems for itself and its trainer's party. (includes those not in battle)|2|0|+2 points if performed from last place.
216|Return|0|Physical|Cute|20|-|100%|Attack power based on friendship: get +25 attack power for every 5 points of friendship (25, 50, 75, 100)|1|0|Next round user's appeal gets 2x the number of points.
217|Present|0|Physical|Cute|15|-|90%|Roll d20 for effects: Roll 1~8 for 40 attack power, roll 9~14 for 80 attack power, roll 15~16 for 120 attack power, roll 17~20 to heal user 1/4 of max HP. (This is not rolled on the status die)|3|0|Can be used repeatedly without losing points.
218|Frustration|0|Physical|Cute|20|-|100%|Attack power based on dislike of trainer: 0~5<3 100 attack power, 6~10<3 75 attack power, 11~15<3 50 attack power, 16+ 25 attack power.|1|0|Next round get 2x points for appeal.
219|Safeguard|0|Status|Beautiful|25|-|-|Prevent all status problems on user for 5 turns.|1|0|Cannot lose points for the remainder of the round.
220|Pain Split|0|Status|Smart|20|-|-|Adds user's current HP to the opposing pokemon's, and then shares that total equally among the 2.|1|4|-4 points to the pokemon in first place. +1 points if endure was used in the previous turn.
221|Sacred Fire|1|Physical|Beautiful|5|100|95%|Roll 11 or higher on the status die to burn the opposing pokemon|4|0|A highly appealing move. +4 points if sunny day was used in the previous round.
222|Magnitude|8|Physical|Tough|30|-|100%|Power based on d20 roll: 1 = 10 attack power, 2~3 = 30 attack power, 4~7 = 50 attack power, 8~13 = 70 attack power, 14~17 = 90 attack popwer, 18~19 = 110 attack power, 20 = 150 attack power. |1|0|+? points where ? is the number of points earned last turn. (only works if appeal is successful).
223|Dynamic Punch|6|Physical|Cool|5|100|50%|Confuses opposing pokemon.|2|1|-1 points to the pokemon who currently has the most points. +2 points if the either focus energy or mind reader were used in the previous round.
224|Megahorn|11|Physical|Cool|10|120|85%|A powerful charge attack.|2|0|+2 points if pokemon before this one made a "cool" appeal.
225|Dragon Breath|14|Special|Cool|20|60|100%|Roll 14 or higher on the status die to paralyze opposing pokemon.|1|3|-3 points to all pokemon who have made appeals this turn. +1 points if dragon dance or dragon rage were used in the previous round.
226|Baton Pass|0|Status|Cute|40|-|-|Switches out and transfers any increases/decreases in stats along to the pokemon being switched in.|2|0|If a pokemon appealing after this would lose points, they lose 2x as many instead.
227|Encore|0|Status|Cute|5|-|100%|Forces the opposing pokemon to use the move it used last for 2-6 turns. Roll 1 d5 to determine how many turns this lasts.|2|0|If a pokemon appealing after this would lose points, they lose 2x as many instead.
228|Pursuit|15|Physical|Smart|20|40|100%|If used on a pokemon who just switched out double attack strength.|2|1|-1 points to all pokemon who scored 3 or more points this round.
229|Rapid Spin|0|Physical|Cool|40|20|100%|If used while being held by a move (bind, wrap, leech seed, spikes), end the effects of that move immediately.|2|0|Can avoid losing points once this round.
230|Sweet Scent|0|Status|Cute|20|-|100%|Adds 10% accuracy to all user's attacks towards opposing pokemon.|1|3|-3 points to all pokemon who have appealed this turn.
231|Iron Tail|16|Physical|Cool|15|100|75%|Roll 14 or higher on the status die to lower opposing pokemon's DEF by 20 points.|1|4|-4 points to the pokemon in first place.
232|Metal Claw|16|Physical|Cool|35|50|95%|Roll 18 or higher on the status die to raise user's ATK by 20 points.|4|0|A highly appealing move. +4 points if the move metal sound was used in the previous round.
233|Vital Throw|6|Physical|Cool|10|70|-|Always attack after opposing pokemon, never misses.|3|0|User appeals last next turn (reguardless of points). +3 points if fake out was used in the previous round.
234|Morning Sun|0|Status|Beautiful|5|-|-|If normal weather, restore 1/2 HP. If during harsh sunlight restore 3/4 HP. If during any other weather, restore 1/4 HP.|1|0|+? points where ? is the amount rolled on 1d4. +1 points if sunny day was used in the previous turn.
235|Synthesis|4|Status|Smart|5|-|-|If normal weather, restore 1/2 HP. If during harsh sunlight restore 3/4 HP. If during any other weather, restore 1/4 HP.|1|0|+? points where ? is the amount rolled on 1d4. +1 points if sunny day was used in the previous turn.
236|Moonlight|0|Status|Beautiful|5|-|-|If normal weather, restore 1/2 HP. If during harsh sunlight restore 3/4 HP. If during any other weather, restore 1/4 HP.|1|0|+? points where ? is the amount rolled on 1d4. +1 points if sunny day was used in the previous turn.
237|Hidden Power|0|Special|Smart|15|*|100%|Changes type and power depending on pokemon using it. Power equal to 10 * 1d10 type set by the GM when move is learned.|3|0|Can be used repeatedly without boring the judge.
238|Cross Chop|6|Physical|Cool|5|100|80%|Roll 17 or higher on the status die to land a critical hit.|3|0|+3 points if pokemon in first place earned 3 or more points this round. +3 points if focus energy was used in the previous round.
239|Twister|14|Special|Cool|20|40|100%|Roll 17 or higher on the status die to cause opposing pokemon to flinch.|3|0|All pokemon must roll for turn order next round (regardless of points).
240|Rain Dance|2|Status|Beautiful|5|-|-|Causes the weather to be rainy for 5 turns.|1|0|+? points where ? is the average number of points earned by all pokemon this round.
241|Sunny Day|1|Status|Beautiful|5|-|-|Causes the weather to be harshly sunny for 5 turns.|1|0|+? points where ? is the average points between all pokemon appeals this turn.
242|Crunch|15|Physical|Tough|15|80|100%|Roll 17 or higher on the status die to lower opposing pokemon's SP. DEF by 20 points for the remainder of the battle or until the pokemon switches out (whichever comes first).|1|4|-4 points to the pokemon in first place. +1 points if scary face was used in the previous round.
243|Mirror Coat|10|Special|Beautiful|20|-|100%|If attacked by a special attack after using this, deal back 2x the damage recieved on the pokemon who dealt the damage.|2|0|Can avoid losing points once this round. +2 points if taunt was used in the previous round.
244|Psych Up|0|Status|Smart|10|-|-|Copies the foe's stat changes.|2|0|+2 points if the pokemon before this one made a "smart" appeal.
245|Extreme Speed|0|Physical|Cool|5|80|100%|Always hits first.|3|0|Guarantees the user will appeal first next round (regardless of points).
246|Ancient Power|12|Special|Tough|5|60|100%|Roll 18 or higher on the status die to raise all of user's stats by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first)|1|0|Cannot lose points for the remainder of the round.
247|Shadow Ball|13|Special|Smart|15|80|100%|Roll 17 or higher on the status die to lower opposing pokemon's SP. DEF by 20 points for the remainder of the battle or until opposing pokemon switches out (whichever comes first)|3|0|All pokemon must roll to determine turn order next round (regardless of points)
248|Future Sight|10|Special|Smart|15|80|90%|1st turn, foresee an attack. 3rd turn attack hits doing damage.|3|0|Pokemon who appeal after this cannot earn points for their appeals. +3 points if calm mind, confusion, kinesis, or psychic were used in the previous round.
249|Rock Smash|6|Physical|Tough|15|40|100%|Roll 11 or higher on the status die to lower opposing pokemon's DEF by 20 points for the remainder of the battle or until the pokemon switches out (whichever comes first)|1|0|+3 points if used from first place, +2 points if used from second place, +1 points if used from third place.
250|Whirlpool|2|Special|Beautiful|15|15|70%|Traps the foe for 2-5 turns making it impossible to switch. Starting after the 2nd turn must roll an 11 or higher on the status die to keep the move going.|3|0|Pokemon who appeal after this cannot gain points from appealing for the remainder of the round. +3 points if rain dance was used in the previous round.
251|Beat Up|15|Physical|Smart|10|10|100%|Roll 1 attack for each party pokemon. Use this attacks power as the attack strength.|2|1|-1 points to all pokemon who scored 3 points or higher on appeals this turn.
252|Fake Out|0|Physical|Cute|10|40|100%|Always attacks first. Makes opposing pokemon flinch. Can only be used successfully the first turn the pokemon is switched in (or the first turn of the battle.)|2|1|-1 points to all pokemon who made a "cute" appeal this turn.
253|Uproar|0|Special|Cute|10|50|100%|Causes an uproar for 2-5 turns (Roll d5 to determine number of turns.) Prevent sleep as long as this attack is in effect.|3|0|All pokemon roll for order on the next round (regardless of points).
254|Stockpile|0|Status|Tough|20|-|-|Raises the stockpile count by 1 (can be raised max 3x after which move will fail). Increases user's SP. ATK and SP. DEF by 20 for the remainder of the battle or until the pokemon switches out (whichever comes first). |2|0|Can avoid losing points once per turn.
255|Spit Up|0|Special|Tough|10|-|100%|Deals damage equal to 100x user's stockpile count. Decrease user's SP. ATK and SP. DEF by 20xstockpile count for the remainder of the battle or until the user switches out (whichever comes first.)|4|0|A highly appealing move. +4 points if stockpile was used in the previous turn.
256|Swallow|0|Status|Tough|10|-|-|Heals user's HP based on stockpile count. 1 = 1/4 of user's HP, 2 = 1/2 of user's HP, 3 = full HP recovery. Decreases user's SP. ATK and SP. DEF by 20 for the remainder of the battle or until the pokemon switches out (whichever comes first).|1|0|Cannot lose points for the rest of the round. +1 points if stockpile was used in the previous round.
257|Heat Wave|1|Special|Beautiful|10|100|90%|Roll 14 or higher on the status die to burn opposing pokemon.|4|0|A highly appealing move. +4 points if sunny day was used in the previous turn.
258|Hail|5|Status|Beautiful|10|-|-|Lasts for 5 turns, inflicts 1 d10 worth of damage to all non-ice combatants.|1|3|-3 points to all pokemon who have made appeals this turn.
259|Torment|15|Status|Tough|15|-|100%|Prevents the opposing pokemon from using the same move twice in a row. Effect lasts until battle ends or until pokemon switches out (whichever comes first)|2|0|If a pokemon appealing after this move was used would lose points, they lose 2x as many points instead.
260|Flatter|15|Status|Smart|15|-|100%|Increases opposing pokemon's ATK by 20 points. Confuses opposing pokemon.|2|0|If a pokemon appealing after this move is used would lose points, they lose 2x as many points instead. +2 points if the move charm was used in the previous round.
261|Will-O-Wisp|1|Status|Beautiful|15|-|75%|Burns opposing pokemon.|1|4|-4 points to the pokemon currently in first place. +1 points if the move sunny day was used in the previous round.
262|Memento|15|Status|Tough|10|-|100%|Lower's opposing pokemon's SP. ATK and SP. DEF by 40 points. User faints.|8|0|Cannot appeal for the rest of the contest.
263|Facade|0|Physical|Cute|20|70|100%|Attack power of this move doubles if user is poisoned, paralyzed, or burned.|2|0|+2 points if performed from last place.
264|Focus Punch|6|Physical|Tough|20|150|100%|1st turn focus. 2nd turn attack. Move fails if user is hit before 2nd turn attack.|3|0|Appeal last next turn (regardless of points). +3 points if focus energy was used in the previous round.
265|Smelling Salts|0|Physical|Tough|10|60|100%|Power of this attack is doubled if opposing pokemon is paralyzed. Cures opposing pokemon's paralysis.|2|3|-3 points to the pokemon who appealed immediately before this was used.
266|Follow Me|0|Status|Cute|20|-|-|User becomes the attention of any and all opposing pokemon.|3|0|Any pokemon who appeal after this do not recieve any points for their appeals.
267|Nature Power|0|Status|Beautiful|20|-|-|Changes attacks based on location: Urban = Tri Attack, Rocky/Sandy = Earthquake, Underground = Rock Throw, Tall Grass = Seed Bomb, Water = Hydro Pump, Snowy = Blizzard, Volcano = Fire Blast.|1|0|+? points where ? is enough to equal the greatest number of points gained from appeals this round.
268|Charge|3|Status|Smart|20|-|-|The next electric attack the user uses get +1d20. Increases the user's SP. DEF by 20 points for the remainder of the battle or until the pokemon is switched out (whichever comes first).|2|0|+2 points if pokemon immediately before user made a "smart" appeal.
269|Taunt|15|Status|Smart|20|-|100%|Only attack moves can be used for 2-4 turns. Starting after the 2nd turn, user must roll 11 or higher on a d20 to see if effect continues.|2|0|If a pokemon appealing after this move would lose points, they lose 2x as many instead.
270|Helping Hand|0|Status|Smart|20|-|-|User assists ally in a multi-battle by doubling the power of one attack for one turn.|2|0|If a pokemon appealing after this move is used would lose points, they lose 2x as many instead.
271|Trick|10|Status|Smart|10|-|100%|User swaps opposing pokemon's held item with its own.|2|0|+2 points if pokemon who appealed immediately before this made a "smart" appeal.
272|Role Play|10|Status|Cute|10|-|-|User copies foe's ability.|1|0|+? points where ? is enough to equal the number of points of the appeal immediately before this one.
273|Wish|0|Status|Cute|10|-|-|1st turn wish. 2nd turn, restore 1/2 max HP.|3|0|Any pokemon appealing after this recieve 0 points on their appeals for the rest of the round.
274|Assist|0|Status|Cute|20|-|-|User randomly uses a move known by one other party pokemon.|1|0|+? points where ? is the amount rolled on 1d4.
275|Ingrain|4|Status|Smart|20|-|-|User cannot switch out. User rolls 1d20 at the start of their turn and restores HP by the amount shown.|1|0|Can avoid losing points once this round.
276|Superpower|6|Physical|Tough|5|120|100%|Decrease user's ATK and DEF by 20 points for the remainder of the battle or until the user switches out (whichever comes first).|6|0|For the rest of the round, if the user would lose points, they lose 2x as many instead.
277|Magic Coat|10|Status|Beautiful|15|-|-|Reflect any moves which lower stats as well as moves like leech seed, spikes, etc. back on user.|1|0|User cannot lose points for the rest of the round.
278|Recycle|0|Status|Smart|10|-|-|If a single-use hold item was used by the user this battle, this move restores that item so that it can be used again.|3|0|Can be used repeatedly without losing points.
279|Revenge|6|Physical|Tough|10|60|100%|Deals 2x attack damage if the user has been hurt by an oppsing pokemon before attacking.|3|0|This pokemon appeals last next round (regardless of points).
280|Brick Break|6|Physical|Cool|15|75|100%|If a barrier move such as light screen or reflect is in place, the effects of that barrier are broken.|1|4|-4 points to the pokemon currently in first place. +1 points if focus energy was used in the previous round.
281|Yawn|0|Status|Cute|10|-|-|1st turn, let out a yawn. 2nd turn, opposing pokemon falls asleep.|2|0|If a pokemon appealing after this would lose points, they lose 2x as many points instead.
282|Knock Off|15|Physical|Smart|20|20|100%|Knocks off a held item. Transformation items such as griseous orb cannot be removed this way. A knocked off item cannot be recycled.|1|4|-4 points to the pokemon in first place.
283|Endeavor|0|Physical|Tough|5|-|100%|Sets the opposing pokemon's HP equal to the user's HP.|2|0|+2 points if performed from last place.
284|Eruption|1|Special|Beautiful|5|150|100%|If HP is low, add no dice. if HP is mid, add 1d20 to attack. if HP is high, add 2d20 to attack. if HP is full, add 3d20 to attack|1|0|+3 points if performed from last place, +2 points if performed from 3rd place, +1 points if performed from 2nd place. +1 points if earthquake or sunny day were used in the previous round.
285|Skill Swap|10|Status|Smart|10|-|-|Exchange natural abilities with opponent.|1|0|+? points where ? is enough points to equal the appeal before this one.
286|Imprison|10|Status|Smart|10|-|-|If the opposing pokemon knows any moves known by the user, those moves cannot be used.|3|0|If a pokemon who has already appealed this turn would lose points, they lose 2x as many instead.
287|Refresh|0|Status|Cute|20|-|-|Heals user of poisoning, paralysis, or burn status effects.|1|0|User cannot lose points for the rest of the round. +1 points if sing or water sport were used in the previous turn.
288|Grudge|13|Status|Tough|5|-|-|If the user faints from an attack (not status like sandstorm or poison), then it lowers the PP of the move which knocked it out to 0.|1|0|+3 points if performed from last place, +2 points if performed from 3rd place, +1 points if performed from 2nd place. +4 points if curse was used in the previous round.
289|Snatch|15|Status|Smart|10|-|-|User steals the effect of any healing or stat boosing moves the opposing pokemon attempts to use.|2|1|-1 points to all pokemon who have appealed this turn.
290|Secret Power|0|Physical|Smart|20|70|100%|effects vary by location: urban = body-slam, rocky/sandy terrain = mud-slap, caves = rock throw, tall grass = needle arm, water = water pulse, snow/ice = avalanche, volcano = eruption.|1|0|+1 point if user appeals 3rd, +2 points if user appeals 2nd, +3 points if used from 1st place.
291|Dive|2|Physical|Beautiful|10|80|100%|1st turn, dive underwater and become invulnerable. 2nd turn attack. (can be hit if lock-on, mind-reader, sandstorm, hail, etc. were used in the previous turn.)|2|0|User can avoid losing points once this round. +2 points if rain dance or surf were used in the previous round.
292|Arm Thrust|6|Physical|Tough|20|15|100%|Attack hits 2-5 times, roll 11 or higher on d20 starting after 2nd attack to keep move going|2|1|-1 points to pokemon who currently holds the most points. +2 points if fake out or focus energy were used in the previous round.
293|Camouflage|0|Status|Smart|20|-|-|Changes pokemon's type based on terrain: urban = normal, sand/mountain = ground, caves = rock, tall grass = grass, water = water, snow/ice = ice, volcano = fire, forest = bug.|3|0|+3 points if pokemon in first place scored 3 or more points this round.
294|Tail Glow|11|Status|Beautiful|20|-|-|Increases user's SP. ATK by 40 points for the remainder of the battle or until user switches out (whichever comes first).|1|0|User cannot lose points for the rest of the round.
295|Luster Purge|10|Special|Smart|5|70|100%|Roll 14 or higher on the status die to reduce opposing pokemon's SP. DEF by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|2|3|-3 points to the pokemon who appealed immediately before the user. +2 points if calm mind was used in the previous round.
296|Mist Ball|10|Special|Smart|5|70|100%|Roll 14 or higher on the status die to reduce opposing pokemon's SP. ATK by 20 points for the remainder of the battle or until pokemon switches out (whichever comes first).|1|4|-4 points to the pokemon in first place. +1 points if calm mind was used in the previous turn.
297|Feather Dance|9|Status|Beautiful|15|-|100%|Reduces ATK of opposing pokemon by 40 points for the remainder of the battle or until pokemon switches out (whichever comes first).|2|0|+2 points if performed from last place.
298|Teeter Dance|0|Status|Cute|20|-|100%|Confuses opposing pokemon.|4|4|-4 points to all other pokemon, user cannot appeal next round.
299|Blaze Kick|1|Physical|Cool|10|85|90%|Roll 17 or higher on the status die to score a critical hit. Roll 14 or higher on the status die to burn opposing pokemon.|4|0|A highly appealing move. +4 points if sunny day was used in the previous round.
300|Mud Sport|8|Status|Cute|15|-|-|Subtract 2d20 from all rolls involving electric attacks against the user for the remainder of the battle or until user switches out (Whichever comes first).|4|0|A highly appealing move. +4 points if mud-slap, sandstorm, or water sport were used in the previous turn.
301|Ice Ball|5|Physical|Beautiful|20|30|90%|Attacks for up to 5 turns. For each turn past the first increases power by 30. For each turn past the first decreases accuracy by 20%. double attack power (including increases) if defense curl was used before using this.|3|0|Any pokemon appealing after this move is performed cannot gain points from appeals. +3 points if hail was used in the previous round.
302|Needle Arm|4|Physical|Smart|15|60|100%|Roll 14 or higher on status die to make opposing pokemon flinch.|1|4|-4 points to the pokemon currently in first place.
303|Slack Off|0|Status|Cute|10|-|-|User restores 1/2 of max HP.|1|0|+3 points if performed from last place, +2 points if performed from 3rd place, +1 points if performed from 2nd place. +1 points if yawn was used in the previous turn.
304|Hyper Voice|0|Special|Cool|10|90|100%|User lets out a horribly loud shout.|1|3|-3 points to all other pokemon who have appealed this turn.
305|Poison Fang|7|Physical|Smart|15|50|100%|Roll 14 or higher on status die to badly poison opposing pokemon.|3|0|If a pokemon who has already appealed this turn would lose points, they lose 2x as many instead.
306|Crush Claw|0|Physical|Cool|10|75|95%|Roll 14 or higher on status die to decrease opposing pokemon's DEF by 20 for the remainder of the battle or until that pokemon switches out (whichever comes first).|1|4|-4 points to pokemon currently in first place. +1 points if swords dance was used in the previous round.
307|Blast Burn|1|Special|Beautiful|5|150|90%|Opposing pokemon is hit with a huge explosion. User cannot move during the next turn.|4|4|-4 points to all other pokemon, user cannot appeal next round. +4 points if sunny day was used in the previous round.
308|Hydro Cannon|2|Special|Beautiful|5|150|90%|Opposing pokemon is hit with a watery blast. User cannot move during the next turn.|4|4|-4 points to all other pokemon, user cannot appeal next round. +4 points if rain dance was used during the previous round.
309|Meteor Mash|16|Physical|Cool|10|100|85%|If this hits, increases user's ATK by 20 points for the remainder of the battle or until user switches out (whichever comes first).|3|0|+3 points if pokemon before user made a "cool" appeal.
310|Astonish|13|Physical|Cute|15|30|100%|Roll 14 or higher on the status die to make opposing pokemon flinch. Attack power is doubled if opposing pokemon has minimize in effect.|2|3|-3 points to the pokemon who appealed immediately before the user.
311|Weather Ball|0|Special|Beautiful|10|50|100%|Type changes with weather: sunny = fire, raining = water, hailing = ice, sandstorm = rock, ???-type if there is a shadowy aura, normal otherwise.|4|0|A highly appealing move.
